Id,OverallQual,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,GarageCars,SalePrice,MSZoning,Utilities,BldgType,KitchenQual,SaleCondition,LandSlope
787,5,1915,1950,686,966,1652,2,7,1,139000,RM,AllPub,1Fam,TA,Normal,Gtl
788,7,2004,2004,956,956,2084,2,8,2,233000,RL,AllPub,1Fam,Gd,Normal,Gtl
789,4,1954,2000,901,901,901,1,4,1,107900,RM,AllPub,1Fam,TA,Normal,Gtl
790,6,1966,2007,832,976,2087,2,9,2,187500,RL,AllPub,1Fam,Gd,Normal,Gtl
791,7,2005,2006,1145,1145,1145,2,5,2,160200,RL,AllPub,TwnhsE,Gd,Normal,Gtl
792,6,1976,1976,1029,1062,1062,1,5,2,146800,RL,AllPub,1Fam,TA,Normal,Gtl
793,7,1996,1997,1117,1127,2013,2,8,2,269790,RL,AllPub,1Fam,TA,Normal,Gtl
794,8,2007,2007,1496,1496,1496,2,7,2,225000,RL,AllPub,1Fam,Gd,Partial,Gtl
795,7,1994,1996,712,1086,1895,2,7,2,194500,RL,AllPub,1Fam,Gd,Normal,Gtl
796,6,1980,1981,650,888,1564,2,7,2,171000,RL,AllPub,1Fam,TA,Normal,Gtl
797,6,1977,1977,660,1285,1285,1,7,2,143500,RL,AllPub,1Fam,TA,Normal,Gtl
798,5,1953,1953,773,773,773,1,4,1,110000,RL,AllPub,1Fam,TA,Abnorml,Gtl
799,9,2008,2009,1926,1966,3140,3,11,3,485000,RL,AllPub,1Fam,Ex,Partial,Gtl
800,5,1937,1950,731,981,1768,1,7,1,175000,RL,AllPub,1Fam,Gd,Normal,Gtl
801,6,1997,1997,616,616,1688,2,8,2,200000,RL,AllPub,1Fam,Gd,Normal,Mod
802,4,1916,1990,1196,1196,1196,1,5,2,109900,RM,AllPub,1Fam,TA,Normal,Gtl
803,7,2005,2005,728,728,1456,2,7,2,189000,RL,AllPub,1Fam,Gd,Normal,Gtl
804,9,2008,2009,1734,1734,2822,3,12,3,582933,RL,AllPub,1Fam,Ex,Partial,Gtl
805,5,1954,1954,936,1128,1128,1,5,1,118000,RL,AllPub,1Fam,TA,Family,Gtl
806,7,2008,2008,1417,1428,1428,2,6,2,227680,RL,AllPub,1Fam,Ex,Partial,Gtl
807,5,1967,1967,980,980,980,2,6,1,135500,RL,AllPub,1Fam,TA,Normal,Gtl
808,5,1923,2004,1324,1072,1576,1,6,2,223500,RL,AllPub,1Fam,Gd,Normal,Gtl
809,5,1966,1966,1024,1086,1086,1,6,2,159950,RL,AllPub,1Fam,TA,Normal,Gtl
810,5,1898,1965,849,1075,2138,2,11,2,106000,RM,AllPub,1Fam,TA,Normal,Gtl
811,6,1974,1999,1040,1309,1309,1,5,2,181000,RL,AllPub,1Fam,Gd,Normal,Gtl
812,6,2004,2004,848,848,848,1,4,2,144500,RM,AllPub,TwnhsE,Gd,Normal,Gtl
813,5,1952,1952,540,1044,1044,1,4,2,55993,C (all),AllPub,1Fam,Fa,Alloca,Mod
814,6,1958,1958,1442,1442,1442,1,7,1,157900,RL,AllPub,1Fam,TA,Normal,Gtl
815,5,1918,1950,686,686,1250,1,7,1,116000,RL,AllPub,1Fam,Fa,Normal,Gtl
816,7,1998,1998,1649,1661,1661,2,6,2,224900,RL,AllPub,1Fam,Gd,Normal,Gtl
817,5,1954,1954,1008,1008,1008,1,4,1,137000,RL,AllPub,1Fam,TA,Normal,Gtl
818,8,2002,2002,1568,1689,1689,2,7,3,271000,RL,AllPub,1Fam,Gd,Normal,Gtl
819,6,1971,1971,1010,1052,1052,1,6,2,155000,RL,AllPub,1Fam,TA,Normal,Gtl
820,7,2009,2010,1358,1358,1358,2,6,2,224000,RL,AllPub,TwnhsE,Gd,Partial,Gtl
821,7,2003,2003,798,798,1640,2,6,2,183000,RL,AllPub,1Fam,Gd,Normal,Gtl
822,4,1953,1953,936,936,936,1,4,2,93000,RM,AllPub,2fmCon,TA,Normal,Mod
823,7,2003,2003,847,847,1733,2,7,2,225000,RL,AllPub,1Fam,Gd,Family,Gtl
824,6,1940,1950,778,944,1489,2,7,1,139500,RL,AllPub,1Fam,TA,Normal,Gtl
825,8,2006,2006,1489,1489,1489,2,7,2,232600,FV,AllPub,1Fam,Gd,Partial,Gtl
826,10,2007,2008,2078,2084,2084,2,7,3,385000,RL,AllPub,1Fam,Ex,Partial,Gtl
827,5,1924,1950,784,784,784,1,5,0,109500,RM,AllPub,1Fam,Gd,Normal,Gtl
828,7,2001,2001,1454,1434,1434,2,6,2,189000,RL,AllPub,1Fam,Gd,Normal,Gtl
829,5,1967,1967,1013,1160,2126,2,7,2,185000,RL,AllPub,1Fam,TA,Abnorml,Sev
830,7,2005,2005,600,520,1223,2,4,2,147400,FV,AllPub,Twnhs,Gd,Normal,Gtl
831,6,1957,1957,1392,1392,1392,1,6,2,166000,RL,AllPub,1Fam,TA,Normal,Gtl
832,7,2005,2005,600,520,1200,2,4,2,151000,FV,AllPub,TwnhsE,Gd,Normal,Gtl
833,7,2003,2003,941,941,1829,2,7,2,237000,RL,AllPub,1Fam,Gd,Normal,Gtl
834,6,1964,1964,1516,1516,1516,1,6,2,167000,RL,AllPub,1Fam,TA,Normal,Gtl
835,5,1961,1961,1144,1144,1144,1,6,2,139950,RL,AllPub,1Fam,TA,Normal,Gtl
836,4,1950,1995,1067,1067,1067,2,4,2,128000,RL,AllPub,1Fam,Gd,Normal,Gtl
837,5,1948,1973,1559,1559,1559,1,5,2,153500,RM,AllPub,1Fam,TA,Normal,Gtl
838,6,1973,1973,483,483,987,1,5,1,100000,RM,AllPub,Twnhs,TA,Normal,Gtl
839,5,1995,2006,1099,1099,1099,1,6,1,144000,RL,AllPub,1Fam,Gd,Normal,Gtl
840,5,1946,1995,768,768,1200,1,6,1,130500,RL,AllPub,1Fam,TA,Normal,Gtl
841,6,1925,1950,672,810,1482,2,7,1,140000,RH,AllPub,1Fam,Fa,Normal,Gtl
842,5,1904,2002,650,958,1539,2,8,2,157500,RM,AllPub,1Fam,Gd,Normal,Gtl
843,6,1966,1966,1127,1165,1165,1,6,2,174900,RL,AllPub,1Fam,TA,Normal,Gtl
844,5,1961,1961,1800,1800,1800,2,10,0,141000,RL,AllPub,Duplex,TA,Normal,Gtl
845,5,1915,1950,876,876,1416,1,7,3,153900,RM,AllPub,1Fam,TA,Normal,Gtl
846,5,1975,1981,1390,1701,1701,2,6,2,171000,RL,AllPub,1Fam,TA,Normal,Gtl
847,7,1993,1993,740,1006,1775,2,7,2,213000,RL,AllPub,1Fam,Gd,Normal,Gtl
848,5,1972,1972,864,864,864,1,5,1,133500,RL,AllPub,1Fam,TA,Normal,Gtl
849,6,1908,1997,907,1307,2358,3,10,2,240000,RL,AllPub,1Fam,TA,Normal,Gtl
850,6,1976,1994,528,1094,1855,2,7,2,187000,RL,AllPub,1Fam,TA,Normal,Gtl
851,6,2003,2003,848,848,848,1,3,2,131500,RM,AllPub,TwnhsE,Gd,Normal,Gtl
852,8,2003,2003,1273,1456,1456,2,7,2,215000,RL,AllPub,TwnhsE,Gd,Normal,Gtl
853,7,1941,1950,918,918,1646,2,7,1,164000,RL,AllPub,1Fam,TA,Normal,Gtl
854,6,1964,1964,1127,1445,1445,1,7,2,158000,RL,AllPub,1Fam,TA,Normal,Gtl
855,5,1955,1974,1763,1779,1779,1,6,2,170000,RL,AllPub,1Fam,TA,Abnorml,Gtl
856,5,1962,2010,1040,1040,1040,1,6,1,127000,RL,AllPub,1Fam,TA,Normal,Gtl
857,6,1978,1978,940,1026,1026,1,5,2,147000,RL,AllPub,1Fam,TA,Normal,Mod
858,6,1994,1995,702,702,1481,2,6,2,174000,RL,AllPub,1Fam,TA,Normal,Gtl
859,7,1976,1976,1090,1370,1370,2,6,2,152000,RL,AllPub,1Fam,TA,Family,Gtl
860,6,1968,1984,1054,1512,2654,2,9,2,250000,RL,AllPub,1Fam,Gd,Normal,Gtl
861,7,1918,1998,912,912,1426,1,7,1,189950,RL,AllPub,1Fam,Gd,Normal,Gtl
862,5,1965,1965,1039,1039,1039,1,6,2,131500,RL,AllPub,2fmCon,TA,Normal,Gtl
863,6,1984,1985,1040,1097,1097,2,6,2,152000,RL,AllPub,1Fam,TA,Normal,Gtl
864,5,1959,1959,1148,1148,1148,1,6,1,132500,RL,AllPub,1Fam,TA,Normal,Gtl
865,7,2007,2008,1372,1372,1372,2,6,2,250580,FV,AllPub,1Fam,Gd,Partial,Gtl
866,5,1970,1970,1002,1002,1002,1,5,2,148500,RL,AllPub,1Fam,TA,Normal,Gtl
867,8,2006,2007,1638,1646,1646,2,6,3,248900,RL,AllPub,1Fam,Gd,Partial,Gtl
868,4,1961,1961,1040,1120,1120,1,5,2,129000,RL,AllPub,1Fam,Fa,Normal,Gtl
869,5,1948,1950,0,1547,2320,2,7,2,169000,RL,AllPub,1Fam,TA,Normal,Gtl
870,7,1993,1994,1050,1062,1949,2,8,2,236000,RL,AllPub,1Fam,Gd,Normal,Gtl
871,5,1962,1962,894,894,894,1,5,1,109500,RL,AllPub,1Fam,TA,Normal,Gtl
872,6,1998,1998,804,804,1682,2,7,2,200500,RL,AllPub,1Fam,Gd,Normal,Gtl
873,5,1953,1996,105,910,910,1,5,2,116000,RL,AllPub,1Fam,Gd,Normal,Gtl
874,5,1949,1950,832,1036,1268,1,6,1,133000,RL,AllPub,1Fam,TA,Normal,Gtl
875,5,1941,1950,676,676,1131,1,5,1,66500,RM,AllPub,1Fam,TA,Abnorml,Gtl
876,8,2007,2007,1184,1184,2610,2,11,2,303477,FV,AllPub,1Fam,Ex,Partial,Gtl
877,4,1963,1963,1064,1040,1040,1,5,2,132250,RL,AllPub,1Fam,TA,Normal,Mod
878,9,2004,2005,1462,1462,2224,2,10,3,350000,RL,AllPub,1Fam,Ex,Normal,Gtl
879,5,1961,1995,1109,1155,1155,1,6,2,148000,RL,AllPub,1Fam,Gd,Normal,Gtl
880,5,1978,2005,864,864,864,1,6,1,136500,RL,AllPub,1Fam,TA,Normal,Gtl
881,5,2005,2006,1090,1090,1090,1,5,2,157000,RL,AllPub,1Fam,TA,Normal,Gtl
882,7,1990,1991,1156,1187,1717,2,7,2,187500,RL,AllPub,1Fam,Gd,Normal,Gtl
883,6,1992,1993,808,808,1593,2,7,2,178000,RL,AllPub,1Fam,TA,Normal,Gtl
884,4,1912,1950,795,954,2230,1,10,1,118500,RL,AllPub,1Fam,TA,Normal,Gtl
885,5,1967,1967,892,892,892,1,5,1,100000,RL,AllPub,1Fam,TA,Normal,Gtl
886,9,1999,2000,1698,1709,1709,2,5,2,328900,FV,AllPub,TwnhsE,Gd,Abnorml,Gtl
887,5,1959,2005,1626,1712,1712,2,8,2,145000,RL,AllPub,Duplex,TA,Family,Gtl
888,5,1955,1955,816,872,1393,1,8,1,135500,RL,AllPub,1Fam,TA,Normal,Gtl
889,8,1970,1970,2217,2217,2217,2,8,2,268000,RL,AllPub,1Fam,Gd,Normal,Mod
890,6,1953,1953,1505,1505,1505,1,6,2,149500,RL,AllPub,1Fam,TA,Normal,Gtl
891,5,1949,2006,672,672,924,1,6,2,122900,RL,AllPub,1Fam,TA,Normal,Gtl
892,6,1978,1978,918,918,1683,2,7,2,172500,RL,AllPub,1Fam,TA,Normal,Gtl
893,6,1963,2003,1059,1068,1068,1,6,1,154500,RL,AllPub,1Fam,TA,Normal,Gtl
894,5,1954,1954,1383,1383,1383,1,6,1,165000,RL,AllPub,1Fam,TA,Normal,Gtl
895,5,1979,1979,0,1535,1535,2,8,2,118858,RL,AllPub,Duplex,TA,Alloca,Gtl
896,6,1963,1963,780,983,1796,1,8,2,140000,RL,AllPub,1Fam,TA,Normal,Gtl
897,4,1936,1950,951,951,951,1,6,1,106500,RM,AllPub,1Fam,TA,Abnorml,Gtl
898,5,1979,1979,0,1120,2240,2,12,2,142953,RL,AllPub,Duplex,TA,Alloca,Gtl
899,9,2009,2010,2330,2364,2364,2,11,3,611657,RL,AllPub,1Fam,Ex,Partial,Gtl
900,5,1961,1994,912,1236,1236,1,6,1,135000,RL,AllPub,1Fam,TA,Normal,Gtl
901,4,1971,1971,858,858,858,1,4,1,110000,RL,AllPub,1Fam,TA,Normal,Gtl
902,5,1957,2000,992,1306,1306,1,5,1,153000,RL,AllPub,1Fam,TA,Normal,Gtl
903,7,2003,2003,783,807,1509,2,8,2,180000,RL,AllPub,1Fam,Gd,Normal,Gtl
904,7,2006,2006,1670,1670,1670,2,7,3,240000,RL,AllPub,1Fam,Gd,Partial,Gtl
905,5,1967,1967,876,902,902,1,6,1,125500,RL,AllPub,1Fam,TA,Normal,Gtl
906,5,1954,1954,1056,1063,1063,1,6,1,128000,RL,AllPub,1Fam,TA,Normal,Gtl
907,8,2006,2006,1623,1636,1636,2,8,3,255000,RL,AllPub,1Fam,Gd,Normal,Gtl
908,7,1936,1987,1017,1020,2057,1,6,1,250000,RL,AllPub,1Fam,Gd,Normal,Gtl
909,5,1983,1983,864,902,902,1,5,2,131000,RL,AllPub,1Fam,TA,Normal,Mod
910,6,2005,2005,742,742,1484,2,8,2,174000,RL,AllPub,1Fam,Gd,Normal,Gtl
911,5,1960,1960,1105,1105,2274,2,12,2,154300,RL,AllPub,Duplex,TA,Normal,Gtl
912,5,1977,1989,1268,1268,1268,1,5,1,143500,RL,AllPub,1Fam,Gd,Normal,Mod
913,5,1925,1950,768,1015,1015,1,6,1,88000,RM,AllPub,1Fam,TA,Abnorml,Gtl
914,5,1949,1950,1001,1001,2002,2,8,3,145000,RH,AllPub,Duplex,TA,Normal,Gtl
915,6,2009,2009,612,612,1224,2,4,2,173733,FV,AllPub,TwnhsE,Gd,Partial,Gtl
916,4,1970,1970,546,546,1092,1,6,1,75000,RM,AllPub,Twnhs,TA,Normal,Gtl
917,2,1949,1950,480,480,480,0,4,1,35311,C (all),AllPub,1Fam,TA,Abnorml,Gtl
918,4,1956,1956,1134,1229,1229,1,6,1,135000,RL,AllPub,1Fam,TA,Normal,Gtl
919,7,1991,1991,1104,912,2127,2,8,3,238000,RL,AllPub,1Fam,Gd,Normal,Gtl
920,6,1958,2002,1184,1414,1414,1,6,2,176500,RL,AllPub,1Fam,TA,Normal,Gtl
921,6,1994,1994,928,936,1721,2,7,2,201000,RL,AllPub,1Fam,Gd,Normal,Gtl
922,5,1900,2003,1272,1272,2200,2,9,0,145900,RL,AllPub,Duplex,TA,Normal,Gtl
923,6,2005,2006,1316,1316,1316,2,6,2,169990,RL,AllPub,1Fam,Gd,Partial,Gtl
924,6,1993,1994,1604,1617,1617,2,5,2,193000,RL,AllPub,TwnhsE,Gd,Normal,Gtl
925,6,1980,1980,1686,1686,1686,2,7,2,207500,RL,AllPub,1Fam,TA,Normal,Gtl
926,5,1977,1977,1126,1126,1126,2,6,2,175000,RL,AllPub,1Fam,Ex,Abnorml,Gtl
927,8,2003,2004,1181,1234,2374,2,10,3,285000,RL,AllPub,1Fam,Ex,Normal,Gtl
928,7,1968,1968,832,1098,1978,2,9,2,176000,RL,AllPub,1Fam,TA,Normal,Gtl
929,8,2001,2001,1753,1788,1788,2,7,2,236500,RL,AllPub,1Fam,Ex,Normal,Gtl
930,7,1997,1997,964,993,2236,2,8,2,222000,RL,AllPub,1Fam,Gd,Normal,Gtl
931,8,2007,2007,1466,1466,1466,2,7,3,201000,RL,AllPub,1Fam,Gd,Normal,Gtl
932,5,1965,1965,925,925,925,1,5,1,117500,RL,AllPub,1Fam,TA,Normal,Gtl
933,9,2006,2006,1905,1905,1905,2,8,3,320000,RL,AllPub,1Fam,Ex,Normal,Gtl
934,7,2004,2004,1500,1500,1500,2,6,2,190000,RL,AllPub,1Fam,Gd,Normal,Gtl
935,7,1960,2007,585,2069,2069,2,9,2,242000,RL,AllPub,1Fam,Gd,Normal,Mod
936,4,1926,1953,600,747,747,1,5,2,79900,RL,AllPub,1Fam,TA,Normal,Gtl
937,7,2003,2003,1176,1200,1200,2,5,2,184900,RL,AllPub,1Fam,Gd,Normal,Gtl
938,7,2005,2005,1113,1113,1971,2,8,2,253000,RL,AllPub,1Fam,Gd,Normal,Gtl
939,7,2006,2006,1391,1391,1962,2,7,3,239799,RL,AllPub,1Fam,Gd,Partial,Gtl
940,7,1940,1950,1032,1207,2403,2,10,1,244400,RL,AllPub,1Fam,TA,Normal,Gtl
941,6,1976,1976,1728,1728,1728,2,8,2,150900,RL,AllPub,Duplex,TA,Normal,Gtl
942,7,1999,1999,992,1022,2060,2,8,2,214000,RL,AllPub,1Fam,Gd,Normal,Gtl
943,4,1977,1977,1440,1440,1440,2,8,0,150000,RL,AllPub,Duplex,TA,Abnorml,Gtl
944,5,1967,1967,1632,1632,1632,2,8,2,143000,RL,AllPub,Duplex,TA,Normal,Gtl
945,6,1958,1958,819,1344,1344,1,7,2,137500,RL,NoSeWa,1Fam,Gd,Abnorml,Gtl
946,5,1890,1996,1088,1188,1869,1,7,2,124900,RM,AllPub,1Fam,TA,Normal,Gtl
947,5,1959,1959,1144,1144,1144,1,6,1,143000,RL,AllPub,1Fam,TA,Normal,Gtl
948,8,2002,2003,1616,1629,1629,2,9,3,270000,RL,AllPub,1Fam,Gd,Normal,Gtl
949,7,2002,2002,936,936,1776,2,7,2,192500,RL,AllPub,1Fam,Gd,Normal,Gtl
950,6,1972,2006,1161,1381,1381,1,5,2,197500,RL,AllPub,1Fam,Gd,Normal,Gtl
951,5,1950,2002,864,864,864,1,5,2,129000,RL,AllPub,1Fam,Gd,Normal,Gtl
952,5,1965,1965,828,965,965,1,6,1,119900,RH,AllPub,1Fam,TA,Abnorml,Gtl
953,5,1972,2003,768,768,768,1,5,1,133900,RL,AllPub,1Fam,TA,Normal,Gtl
954,5,1969,1969,784,1168,1968,2,7,2,172000,RL,AllPub,1Fam,TA,Normal,Mod
955,6,1975,1975,945,980,980,2,4,0,127500,RL,AllPub,Duplex,TA,AdjLand,Gtl
956,6,1946,1950,979,979,1958,2,8,2,145000,RH,AllPub,Duplex,TA,Normal,Gtl
957,6,1980,1980,561,561,1229,1,5,2,124000,RM,AllPub,TwnhsE,TA,Normal,Gtl
958,5,1962,1962,1057,1057,1057,1,6,2,132000,RL,AllPub,1Fam,TA,Normal,Gtl
959,7,2003,2003,1337,1337,1337,2,6,2,185000,RL,AllPub,1Fam,Gd,Normal,Gtl
960,7,1999,1999,696,696,1416,2,6,2,155000,FV,AllPub,Twnhs,Gd,Normal,Gtl
961,5,1958,2008,858,858,858,1,4,0,116500,RL,AllPub,1Fam,TA,Normal,Gtl
962,6,1977,1995,1330,1542,2872,2,11,2,272000,RL,AllPub,1Fam,TA,Normal,Gtl
963,6,1976,1976,804,804,1548,2,7,2,155000,RL,AllPub,TwnhsE,Gd,Normal,Gtl
964,9,2007,2007,1800,1800,1800,2,7,2,239000,RL,AllPub,1Fam,Ex,Normal,Gtl
965,7,2002,2003,817,824,1894,2,8,2,214900,RL,AllPub,1Fam,Gd,Normal,Gtl
966,6,2005,2007,783,783,1484,2,8,2,178900,RL,AllPub,1Fam,Gd,Partial,Gtl
967,5,1940,1950,728,976,1308,1,7,1,160000,RL,AllPub,1Fam,TA,Normal,Gtl
968,5,1955,1955,1098,1098,1098,1,6,1,135000,RL,AllPub,1Fam,TA,Normal,Gtl
969,3,1910,1950,600,600,968,1,6,0,37900,RM,AllPub,1Fam,TA,Abnorml,Gtl
970,6,1958,1958,588,1095,1095,1,6,1,140000,RL,AllPub,2fmCon,TA,Normal,Gtl
971,4,1949,1950,720,720,1192,1,6,0,135000,RL,AllPub,1Fam,TA,Abnorml,Gtl
972,7,2003,2004,764,764,1626,2,6,2,173000,RL,AllPub,Twnhs,Gd,Normal,Gtl
973,6,1979,1979,918,918,918,2,5,1,99500,RL,AllPub,TwnhsE,TA,Normal,Gtl
974,7,2007,2008,1428,1428,1428,2,6,2,182000,FV,AllPub,1Fam,Gd,Partial,Gtl
975,7,1910,1993,728,1136,2019,1,8,2,167500,RL,AllPub,1Fam,Gd,Normal,Gtl
976,7,2000,2000,673,673,1382,2,6,2,165000,FV,AllPub,Twnhs,Gd,Normal,Gtl
977,4,1923,1958,440,869,869,1,4,0,85500,RL,AllPub,1Fam,Fa,Normal,Gtl
978,7,2006,2007,1241,1241,1241,1,4,2,199900,FV,AllPub,TwnhsE,Gd,Partial,Gtl
979,4,1954,1954,894,894,894,1,5,2,110000,RL,AllPub,1Fam,TA,Abnorml,Mod
980,5,1963,1963,1121,1121,1121,1,5,2,139000,RL,AllPub,1Fam,TA,Normal,Gtl
981,7,1961,2007,944,999,999,1,6,2,178400,RL,AllPub,1Fam,Ex,Normal,Gtl
982,8,1998,1999,1225,1276,2612,2,8,3,336000,RL,AllPub,1Fam,Gd,Normal,Gtl
983,7,2007,2007,1266,1266,1266,2,6,2,159895,RL,AllPub,1Fam,Gd,Normal,Gtl
984,8,2002,2002,1128,1149,2290,2,9,2,255900,RL,AllPub,1Fam,Gd,Normal,Gtl
985,5,1977,1977,0,1302,1734,2,8,2,126000,RL,AllPub,Duplex,Gd,Normal,Gtl
986,5,1950,1950,1164,1164,1164,1,5,1,125000,RL,AllPub,2fmCon,TA,Normal,Gtl
987,6,1910,2003,485,1001,1635,1,5,1,117000,RM,AllPub,1Fam,Gd,Normal,Gtl
988,9,2009,2010,1930,1940,1940,2,8,3,395192,RL,AllPub,1Fam,Ex,Partial,Gtl
989,6,1976,1976,848,1118,2030,2,8,2,195000,RL,AllPub,1Fam,Gd,Normal,Gtl
990,7,2006,2006,770,778,1576,2,6,2,197000,FV,AllPub,1Fam,Gd,Partial,Gtl
991,8,1997,1998,1396,1407,2392,2,7,3,348000,RL,AllPub,1Fam,Gd,Normal,Gtl
992,8,1882,1986,916,916,1742,1,8,2,168000,RM,AllPub,1Fam,Gd,Normal,Gtl
993,6,1964,1993,822,1020,1851,2,7,2,187000,RL,AllPub,1Fam,Gd,Normal,Mod
994,6,2005,2006,750,750,1500,2,6,2,173900,RL,AllPub,1Fam,Gd,Partial,Gtl
995,10,2006,2007,1700,1718,1718,2,7,3,337500,RL,AllPub,1Fam,Ex,Normal,Gtl
996,4,1946,1950,747,774,1230,1,5,1,121600,RL,AllPub,1Fam,TA,Abnorml,Mod
997,5,1961,1961,1050,1050,1050,1,6,1,136500,RL,AllPub,1Fam,TA,Normal,Gtl
998,6,1970,1970,1442,1442,1442,2,6,2,185000,RL,AllPub,1Fam,TA,Normal,Gtl
999,3,1922,1950,1007,1077,1077,1,6,1,91000,RM,AllPub,1Fam,TA,Normal,Gtl
1000,7,2006,2006,1187,1208,1208,2,6,2,206000,RL,AllPub,1Fam,Gd,Normal,Gtl
1001,3,1952,1952,0,944,944,1,4,2,82000,RL,AllPub,1Fam,Fa,Normal,Gtl
1002,5,1920,1950,691,691,691,1,4,1,86000,RL,AllPub,1Fam,Ex,Abnorml,Gtl
1003,8,2006,2006,1574,1574,1574,2,7,3,232000,RL,AllPub,1Fam,Gd,Normal,Gtl
1004,5,1976,1976,1680,1680,1680,2,8,2,136905,RL,AllPub,Duplex,TA,Normal,Gtl
1005,7,2005,2006,1346,1504,1504,2,7,2,181000,RL,AllPub,TwnhsE,Gd,Normal,Gtl
1006,5,1977,1977,985,985,985,2,6,1,149900,RL,AllPub,1Fam,TA,Normal,Gtl
1007,6,1970,1970,1657,1657,1657,2,7,2,163500,RL,AllPub,1Fam,TA,Normal,Gtl
1008,4,1970,1970,546,546,1092,1,6,1,88000,RM,AllPub,TwnhsE,TA,Normal,Gtl
1009,7,2004,2005,1710,1710,1710,2,7,2,240000,RL,AllPub,1Fam,Gd,Normal,Gtl
1010,5,1926,1950,1008,1008,1522,2,7,0,102000,RL,AllPub,1Fam,TA,Normal,Gtl
1011,5,1948,1950,720,720,1271,2,7,1,135000,RL,AllPub,1Fam,TA,Normal,Gtl
1012,5,1965,1965,0,1664,1664,2,8,0,100000,RL,AllPub,Duplex,TA,Normal,Gtl
1013,6,1923,1996,602,900,1502,1,7,1,165000,RL,AllPub,1Fam,Gd,Normal,Gtl
1014,5,1910,2006,1022,1022,1022,1,4,1,85000,RM,AllPub,1Fam,TA,Normal,Gtl
1015,6,1948,1950,1082,1082,1082,1,5,1,119200,RL,AllPub,1Fam,TA,Normal,Gtl
1016,8,2001,2001,810,810,1665,2,6,2,227000,RL,AllPub,1Fam,Gd,Normal,Gtl
1017,7,1996,1996,1504,1504,1504,2,6,2,203000,RL,AllPub,1Fam,Gd,Normal,Gtl
1018,8,1984,1984,1220,1360,1360,1,4,2,187500,RL,AllPub,TwnhsE,Gd,Abnorml,Gtl
1019,7,1991,1992,384,802,1472,2,7,2,160000,RL,AllPub,1Fam,Gd,Normal,Gtl
1020,7,2005,2005,1362,1506,1506,2,6,2,213490,RL,AllPub,TwnhsE,Gd,Normal,Gtl
1021,4,2005,2005,1132,1132,1132,1,5,2,176000,RL,AllPub,1Fam,Gd,Normal,Gtl
1022,7,2006,2006,1199,1220,1220,2,6,2,194000,RL,AllPub,1Fam,Gd,Partial,Gtl
1023,5,1930,1950,912,912,1248,1,6,1,87000,RM,AllPub,1Fam,TA,Normal,Gtl
1024,7,2005,2006,1346,1504,1504,2,7,2,191000,RL,AllPub,TwnhsE,Gd,Normal,Gtl
1025,8,1976,1976,1565,2898,2898,2,10,2,287000,RL,AllPub,1Fam,Gd,Abnorml,Gtl
1026,5,1972,1972,882,882,882,1,5,2,112500,RL,AllPub,1Fam,TA,Normal,Gtl
1027,5,1960,1960,1268,1264,1264,1,6,2,167500,RL,AllPub,1Fam,TA,Normal,Gtl
1028,8,2007,2008,1638,1646,1646,2,7,3,293077,RL,AllPub,1Fam,Gd,Partial,Gtl
1029,5,1941,1950,768,968,1376,1,6,1,105000,RL,AllPub,1Fam,TA,Normal,Gtl
1030,6,1972,1972,672,672,1218,1,7,1,118000,RM,AllPub,Twnhs,TA,Normal,Gtl
1031,5,1916,1995,686,948,1928,2,10,0,160000,RH,AllPub,2fmCon,TA,Normal,Gtl
1032,7,1920,1970,824,1687,3082,2,12,2,197000,RL,AllPub,1Fam,TA,Normal,Gtl
1033,8,1993,1993,1338,1352,2520,2,10,3,310000,RL,AllPub,1Fam,Gd,Abnorml,Gtl
1034,7,2002,2002,1654,1654,1654,2,6,3,230000,RL,AllPub,1Fam,Gd,Normal,Gtl
1035,5,1938,1950,920,954,954,1,5,1,119750,RL,AllPub,1Fam,Fa,Normal,Gtl
1036,4,1957,1957,0,845,845,1,5,1,84000,RL,AllPub,1Fam,TA,Normal,Gtl
1037,9,2007,2008,1620,1620,1620,2,6,3,315500,RL,AllPub,1Fam,Ex,Normal,Gtl
1038,8,2001,2002,1055,1055,2263,2,7,2,287000,RL,AllPub,1Fam,Gd,Normal,Gtl
1039,4,1970,2008,546,798,1344,1,6,0,97000,RM,AllPub,Twnhs,TA,Normal,Gtl
1040,4,1970,1970,630,630,630,1,3,1,80000,RM,AllPub,TwnhsE,TA,Normal,Gtl
1041,5,1957,2000,1134,1803,1803,2,8,2,155000,RL,AllPub,1Fam,TA,Normal,Gtl
1042,6,1966,2000,800,800,1632,1,7,2,173000,RL,AllPub,1Fam,Gd,Normal,Gtl
1043,6,2005,2005,1306,1306,1306,2,5,2,196000,RL,AllPub,Twnhs,Gd,Normal,Gtl
1044,7,1990,1990,1475,1532,2329,2,10,2,262280,RL,AllPub,1Fam,Gd,Normal,Gtl
1045,8,1981,1981,2524,2524,2524,2,9,2,278000,RL,AllPub,1Fam,Gd,Normal,Gtl
1046,3,1955,1955,0,1733,1733,2,8,2,139600,RL,AllPub,1Fam,TA,Normal,Gtl
1047,9,2005,2006,1992,1992,2868,3,11,3,556581,RL,AllPub,1Fam,Ex,Partial,Gtl
1048,5,1994,1995,990,990,990,1,5,2,145000,RL,AllPub,1Fam,TA,Normal,Gtl
